,first,second,third
3364,"['Th', 'Ac', 'Qd']",[],[]
3365,[],[],[]
3366,"['As', 'Jd', 'Ad', '4c']",[],[]
3367,[],[],[]
3368,[],[],[]
3369,"['Qc', '5c', '2c', '5d', '9s']",[],[]
3370,"['Kd', '3d', '8s', '7c']",[],[]
3371,[],[],[]
3372,"['8s', '2s', 'Jd', '6d', 'Qc']",[],[]
3373,"['7s', 'Kc', 'Jd', '5c']",[],[]
3374,"['8h', '5s', 'As']",[],[]
3375,[],[],[]
3376,"['8s', '3d', 'Ts']",[],[]
3377,"['Ah', '9h', '4h', '7c', '2d']",[],[]
3378,"['5s', '9d', '8s', '3s', '8d']",[],[]
3379,[],[],[]
3380,[],[],[]
3381,"['7c', '4s', 'Ac', 'Th', 'Kc']",[],[]
3382,"['9c', '6c', '8s']",[],[]
3383,[],[],[]
3384,"['9c', '3d', '3s']",[],[]
3385,"['3c', 'Jh', '7s', 'Jd', 'Kc']",[],[]
3386,[],[],[]
3387,[],[],[]
3388,"['6h', '3h', '5d', '5h', '8d']",[],[]
3389,[],[],[]
3390,"['Ks', '6c', '7s']",[],[]
3391,[],[],[]
3392,"['6h', 'Kc', '7s', '4c', 'Ts']",[],[]
3393,[],[],[]
3394,[],[],[]
3395,[],[],[]
3396,[],[],[]
3397,"['Th', '9c', '5c', '3h', '9s']",['Jc'],[]
3398,"['2h', 'Ah', '7c', 'Qc']",[],[]
3399,[],[],[]
3400,"['Ac', '7d', '4h', '3d', 'Ks']",[],[]
3401,[],[],[]
3402,[],[],[]
3403,[],[],[]
3404,"['3h', '4s', 'Td']",[],[]
3405,[],[],[]
3406,"['Ts', '3h', '4s', 'Kh', '9c']",[],[]
3407,[],[],[]
3408,[],[],[]
3409,"['6h', 'Td', '6s']",[],[]
3410,"['Ah', 'Kh', '5c', '7h', '2c']",[],[]
3411,"['9h', 'Jd', '6d', '7s', 'As']",[],[]
3412,"['7c', '9s', '2h']",[],[]
3413,"['Tc', '9d', 'Ad', 'Js', '4d']",[],[]
3414,"['7d', '5s', '6c', 'Qs', 'Jc']",[],[]
3415,"['6s', 'Th', '7h', 'Tc', '2d']",[],[]
3416,"['As', 'Td', '7s', '2h']",[],[]
3417,"['3s', '7h', 'Qs']",[],[]
3418,"['8d', '3s', '2h', 'Kd', 'Js']",[],[]
3419,"['4d', 'Ts', '2s', '3h', 'Ad']",[],[]
3420,"['5s', '8h', '4h', '3s', 'Jd']",[],[]
3421,[],[],[]
3422,"['3d', 'Qc', '8h', '5h', 'Jc']",[],[]
3423,"['7h', '9d', '7s']",[],[]
3424,[],[],[]
3425,[],[],[]
3426,"['4s', 'Ah', 'Qs', '2c']",[],[]
3427,[],[],[]
3428,"['3s', '5s', 'As', '6c', '7c']",[],[]
3429,[],[],[]
3430,[],[],[]
3431,"['6h', 'Ac', '5s', '4c']",[],[]
3432,[],[],[]
3433,"['2h', 'Kc', '6d', '3h']",[],[]
3434,[],[],[]
3435,[],[],[]
3436,"['2s', '7h', '6c', '5s', '5h']",[],[]
3437,[],[],[]
3438,[],[],[]
3439,"['Js', 'Kc', '4s']",[],[]
3440,[],[],[]
3441,[],[],[]
3442,[],[],[]
3443,"['9s', '8h', '4c']",[],[]
3444,"['7h', 'Ts', '4d', '2c', 'Ah']",[],[]
3445,"['6h', 'Ts', '5c', 'As', '2s']",[],[]
3446,"['Ks', '2d', '5d', '8c', '5s']",[],[]
3447,[],[],[]
3448,[],[],[]
3449,[],[],[]
3450,[],[],[]
3451,[],[],[]
3452,"['Qc', '8h', 'Kh', '3h']",[],[]
3453,[],[],[]
3454,[],[],[]
3455,"['3h', '4c', '8s', 'Ad', '6c']",[],[]
3456,[],[],[]
3457,"['Kc', '3h', '4d', '7c', '3c']",[],[]
3458,[],[],[]
3459,"['2s', '6h', '7c']",[],[]
3460,[],[],[]
3461,[],[],[]
3462,"['8s', '8c', 'Kd', '2h', 'Ac']",[],[]
3463,"['Jh', 'Jc', '9c']",[],[]
3464,"['2h', 'Ts', '8h']",[],[]
3465,[],[],[]
3466,[],[],[]
3467,[],[],[]
3468,[],[],[]
3469,[],[],[]
3470,"['8c', 'Ts', 'Jc', 'Js', '7d']",[],[]
3471,"['3d', '7d', 'Qc', '8d', '5d']",[],[]
3472,[],[],[]
3473,[],[],[]
3474,"['9s', '3c', 'Ts', 'Js']",[],[]
3475,[],[],[]
3476,[],[],[]
3477,[],[],[]
3478,"['Qc', 'Ad', '3h', '9c', 'Kc']",[],[]
3479,[],[],[]
3480,[],[],[]
3481,[],[],[]
3482,[],[],[]
3483,"['4d', 'Kd', 'Kh', '6c', '9c']",[],[]
3484,"['Ah', '9h', '5c', '6c', '8c']",[],[]
3485,[],[],[]
3486,[],[],[]
3487,"['2d', '7s', '7d']",[],[]
3488,[],[],[]
3489,"['As', '5s', 'Kh', 'Qh', '8h']",[],[]
3490,"['5s', 'Ac', 'Qs']",[],[]
3491,"['Ac', 'Qc', 'Ad', '9s']",[],[]
3492,[],[],[]
3493,[],[],[]
3494,"['Kc', 'Ah', '7h']",[],[]
3495,[],[],[]
3496,[],[],[]
3497,"['Kc', 'Kh', '8c', '5h', '6s']",[],[]
3498,"['8s', 'Jh', 'Jd', '2c', '7s']",[],[]
3499,"['Jc', 'As', 'Js', '4d', '9c']",[],[]
3500,"['8c', '9c', '6s', 'Ad', '5c']",[],[]
3501,[],[],[]
3502,"['6c', 'Qc', '9s', '5c']",[],[]
3503,[],[],[]
3504,"['4c', '9h', 'Th', '5s', 'Qs']",[],[]
3505,[],[],[]
3506,[],[],[]
3507,"['2c', '8c', '3c', '5s', '2s']",[],[]
3508,"['Jh', 'Qc', 'Kd', 'Ts', 'Tc']",[],[]
3509,"['Kh', '7s', '4c', 'Jd', '8d']",[],[]
3510,[],[],[]
3511,[],[],[]
3512,"['Qd', '3h', 'Tc', '8d']",[],[]
3513,[],[],[]
3514,[],[],[]
3515,[],[],[]
3516,"['Jc', 'Kd', '9d', '6d', '5h']",[],[]
3517,[],[],[]
3518,"['8s', '7s', 'Tc']",[],[]
3519,[],[],[]
3520,"['Js', 'Ks', '7d', 'Ac', '5c']",[],[]
3521,[],[],[]
3522,[],[],[]
3523,[],[],[]
3524,[],[],[]
3525,[],[],[]
3526,"['2d', '9s', 'Ac']",[],[]
3527,"['2s', '5d', 'As']",[],[]
3528,"['3c', '6s', '8c', 'Jc', 'Qd']",[],[]
3529,"['Td', 'As', '5s', 'Kd', '8c']",[],[]
3530,[],[],[]
3531,[],[],[]
3532,[],[],[]
3533,"['7h', '6d', 'Ks', '2h', 'As']",[],[]
3534,[],[],[]
3535,"['2h', '6c', '4d']",[],[]
3536,"['Ks', 'Qd', '3s', 'As', '3c']",[],[]
3537,[],[],[]
3538,"['5c', '2h', 'Kh']",[],[]
3539,"['3c', '4d', '2s', '2c']",[],[]
3540,[],[],[]
3541,"['Kc', '2c', '5c', 'Kd']",[],[]
3542,[],[],[]
3543,[],[],[]
3544,[],[],[]
3545,[],[],[]
3546,[],[],[]
3547,"['Ts', 'Qh', '2c', '3s', '8s']",[],[]
3548,[],[],[]
3549,[],[],[]
3550,"['8c', 'Jc', '7c', 'Ac']",[],[]
3551,"['Ac', '5c', 'Js', 'As', '9h']",[],[]
3552,"['Jd', 'Td', 'Tc', 'Ah']",[],[]
3553,"['2c', 'As', '9d']",[],[]
3554,[],[],[]
3555,[],[],[]
3556,"['9c', '5h', '7c']",[],[]
3557,[],[],[]
3558,[],[],[]
3559,"['2d', '9d', '2h', '3c', 'Kc']",[],[]
3560,[],[],[]
3561,"['Js', '6d', '5s', '2s', 'Kh']",[],[]
3562,[],[],[]
3563,[],[],[]
3564,"['5c', 'Kd', '2c']",[],[]
3565,"['Th', '2c', '8s', '6s']",[],[]
3566,"['5s', '6h', '7d', 'Qs', 'Kc']",[],[]
3567,"['Jd', 'Qc', '3c']",[],[]
3568,"['2s', '4d', '9d', 'Qs', 'Ac']",[],[]
3569,[],[],[]
3570,"['Qd', 'Jd', '9c']",[],[]
3571,"['4s', 'Kh', 'Qc', '5d', '7s']",[],[]
3572,"['2h', '2c', 'Th']",[],[]
3573,[],[],[]
3574,[],[],[]
3575,"['Qs', '5s', '4c', '9c']",[],[]
3576,"['7h', '4d', 'Td']",[],[]
3577,"['Qd', '8s', 'Kc']",[],[]
3578,[],[],[]
3579,[],[],[]
3580,[],[],[]
3581,"['5h', '6s', '5c']",[],[]
3582,"['Tc', 'Kh', '8c', '6s', '9d']",[],[]
3583,[],[],[]
3584,[],[],[]
3585,"['7d', '2c', '4c', '6c', 'Td']",[],[]
3586,[],[],[]
3587,[],[],[]
3588,[],[],[]
3589,[],[],[]
3590,"['Kc', 'Ks', '5c', '8h', '2h']",[],[]
3591,[],[],[]
3592,[],[],[]
3593,"['2c', '9s', 'Kc', '4d', '8s']",[],[]
3594,[],[],[]
3595,"['8c', 'Ks', '9h', 'Qc', '2h']",[],[]
3596,"['Kd', '2d', 'Ac']",[],[]
3597,"['8h', '5c', '9h']",[],[]
3598,"['Qd', 'Jc', '9c', '7s', 'Kc']",[],[]
3599,[],[],[]
3600,"['8c', '5d', 'Th', 'Kh', 'Qd']",[],[]
3601,"['Jd', '9d', 'Td', 'Qh']",[],[]
3602,"['6s', '3s', '6c', '8c', '8h']",[],[]
3603,[],[],[]
3604,"['9c', '6s', '3c', '4c', '6c']",[],[]
3605,"['5d', '2h', '8s']",[],[]
3606,[],[],[]
3607,[],[],[]
3608,"['7d', 'Ad', 'Ts', '9c', '9d']",[],[]
3609,"['Qs', '9c', '7h']",[],[]
3610,[],[],[]
3611,[],[],[]
3612,[],[],[]
3613,[],[],[]
3614,[],[],[]
3615,"['3d', 'Jd', '4h', 'Ks', '8d']",[],[]
3616,"['7h', 'As', 'Th', '4h', '2d']",[],[]
3617,[],[],[]
3618,[],[],[]
3619,"['3c', '9h', '8c', '8h', '4h']",[],[]
3620,[],[],[]
3621,[],[],[]
3622,"['2c', '4h', 'Jh', '8h', '5h']",[],[]
3623,[],[],[]
3624,[],[],[]
3625,"['6h', '5h', '7d', 'Th']",[],[]
3626,"['2h', 'Td', 'Qc', 'Ks', '4h']",[],[]
3627,"['2s', '6d', '5h', 'Jd', '8c']",[],[]
3628,"['As', '9s', '2s', '8h', '7d']",[],[]
3629,"['4c', '4h', '8d']",[],[]
3630,[],[],[]
3631,"['Ac', 'Jc', 'Kc']",[],[]
3632,[],[],[]
3633,"['2d', '7c', 'Qh']",[],[]
3634,"['4h', 'Jd', 'Kc']",[],[]
3635,"['4h', 'Jc', '2s', '9h']",[],[]
3636,"['Kh', '8h', '3s', '7s', '5s']",[],[]
3637,[],[],[]
3638,"['3h', '6s', 'Kd', '6c', '8h']",[],[]
3639,"['5s', '9h', '2h', '8d', 'Jc']",[],[]
3640,"['Kh', '2d', '8c', '3h', 'Ts']",[],[]
3641,[],[],[]
3642,[],[],[]
3643,[],[],[]
3644,[],[],[]
3645,[],[],[]
3646,[],[],[]
3647,"['Jd', '2s', 'Qh', '7c', '7h']",[],[]
3648,"['3d', '5c', 'Ks', '2d', 'Qd']",[],[]
3649,[],[],[]
3650,[],[],[]
3651,[],[],[]
3652,[],[],[]
3653,[],[],[]
3654,"['Ah', '6s', 'Ad', 'Ac']",[],[]
3655,"['Qc', '5h', 'Th']",[],[]
3656,[],[],[]
3657,[],[],[]
3658,[],[],[]
3659,"['Qd', 'Ac', '4d', '9d']",[],[]
3660,"['9h', 'Kh', 'Ac', '5c', '6s']","['8d', '8s']",[]
3661,[],[],[]
3662,[],[],[]
3663,"['6d', '3c', '4h']",[],[]
3664,[],[],[]
3665,"['Tc', '5h', 'Kc', '9s', 'Qh']",[],[]
3666,"['5s', '6d', '8c']",[],[]
3667,"['9d', '9c', '4s']",[],[]
3668,"['4c', 'Ts', 'Js', 'Qs', '2h']",[],[]
3669,[],[],[]
3670,"['2h', '9s', '4s']",[],[]
3671,[],[],[]
3672,[],[],[]
3673,"['4h', 'Ad', 'Ac', '8c']",[],[]
3674,"['7c', '8s', '5h', 'Ts', '6d']",[],[]
3675,"['Jd', 'Jc', '3c', 'Jh', 'Td']",[],[]
3676,[],[],[]
3677,"['As', '7d', '5d', '8d', '3d']",[],[]
3678,"['Qc', '9c', '4h', '4s']",[],[]
3679,"['4s', 'Jd', 'Tc']",[],[]
3680,[],[],[]
3681,[],[],[]
3682,"['As', '2h', '4c', 'Kd', '3s']",[],[]
3683,[],[],[]
3684,"['Qc', '8d', 'Tc', '8c', '9c']",[],[]
3685,[],[],[]
3686,[],[],[]
3687,[],[],[]
3688,[],[],[]
3689,"['5c', 'Qs', '2c', '5s', '7c']",[],[]
3690,[],[],[]
3691,[],[],[]
3692,"['5c', '5h', 'Js', '6h', '3c']",[],[]
3693,"['Jh', '5s', 'Th', '3s', '7s']",[],[]
3694,[],[],[]
3695,"['4s', 'Td', '6c', '9c']",[],[]
3696,"['6d', '5d', '7c', '2d']",[],[]
3697,[],[],[]
3698,[],[],[]
3699,"['5s', '5d', '2s', '9s', '2d']",[],[]
3700,[],[],[]
3701,"['8c', '9h', '8s']",[],[]
3702,"['2s', '5s', 'Th', 'Ks', '6c']",[],[]
3703,"['6d', '9h', 'As']",[],[]
3704,[],[],[]
3705,[],[],[]
3706,[],[],[]
3707,"['3s', '8s', 'Qd']",[],[]
3708,[],[],[]
3709,[],[],[]
3710,"['Qh', '6d', 'Jc', 'Kd', 'Qd']",[],[]
3711,[],[],[]
3712,[],[],[]
3713,[],[],[]
3714,"['8s', '9h', 'Js', '4s', '5d']",[],[]
3715,"['2s', 'Td', '7d', 'Ad', '3s']",[],[]
3716,"['6d', '5s', '8h', '5c', '5d']",[],[]
3717,"['Ad', '3d', 'Kd', 'Js']",[],[]
3718,"['Kc', '3c', '2d', 'Qd', '7s']",[],[]
3719,[],[],[]
3720,"['Js', 'Ac', 'As', '6s', 'Ks']",[],[]
3721,[],[],[]
3722,[],[],[]
3723,"['7h', '6d', '7c', '5c', '2h']",[],[]
3724,"['7s', 'Qh', '6c']",[],[]
3725,[],[],[]
3726,[],[],[]
3727,[],[],[]
3728,"['Ts', '2c', '5h']",[],[]
3729,"['6d', '9d', '3h', 'Ks', 'Qd']",[],[]
3730,"['3s', 'Tc', '6s', 'Kh']",[],[]
3731,"['Jc', '5d', 'Ks', '8c', '8s']",[],[]
3732,[],[],[]
3733,"['3d', '2h', 'Kc']",[],[]
3734,"['Ts', 'Qd', 'Td', '5s']",[],[]
3735,"['2s', 'Th', 'Ks', 'Ah']",[],[]
3736,[],[],[]
3737,"['Kh', 'Ah', '8h', '2s', '6s']",[],[]
3738,"['Jc', '9c', 'Qd']",[],[]
3739,[],[],[]
3740,"['6c', 'Kh', '3h', '7c', '7d']",[],[]
3741,[],[],[]
3742,"['Td', '3h', '3c', '2c', 'Jc']",[],[]
3743,"['Qh', '3h', 'Ts', '4d', '8c']",[],[]
3744,"['Td', 'Ad', '2d', '7h', '3h']",[],[]
3745,"['2c', 'Qd', '6c', '9h']",[],[]
3746,"['6s', '3d', '5c', '5d', 'Jc']",[],[]
3747,[],[],[]
3748,[],[],[]
3749,[],[],[]
3750,[],[],[]
3751,[],[],[]
3752,[],[],[]
3753,[],[],[]
3754,"['Js', '6s', 'Ks', 'Td', '4c']",[],[]
3755,[],[],[]
3756,"['4d', 'Jh', 'Ks', 'Kh']",[],[]
3757,"['5h', '4s', 'Ts', 'Jh', '3c']",[],[]
