,first,second,third
1339,"['Kd', 'Ts', '2d', 'Qs', '9s']",[],[]
1340,"['7h', 'As', 'Jc']",[],[]
1341,[],[],[]
1342,[],[],[]
1343,[],[],[]
1344,"['8h', 'Js', '9s']",[],[]
1345,"['Kc', '3h', 'Ac', '4h', '3c']",[],[]
1346,"['4c', 'Ts', '4h', 'Kc', 'Ad']",[],[]
1347,"['9d', '6d', '5s', '3h']",[],[]
1348,"['6s', 'Ks', '4h']",[],[]
1349,[],[],[]
1350,"['5s', '3d', '5h', 'Ts', '2h']",[],[]
1351,[],[],[]
1352,[],[],[]
1353,[],[],[]
1354,[],[],[]
1355,"['Qd', '7c', '4c', 'Ac', '6d']",[],[]
1356,[],[],[]
1357,[],[],[]
1358,[],[],[]
1359,[],[],[]
1360,[],[],[]
1361,"['Jd', '8d', '9h', '8c', '6c']",[],[]
1362,[],[],[]
1363,[],[],[]
1364,[],[],[]
1365,"['9d', '6s', '6d', '4h']",[],[]
1366,"['7h', '3c', '9s', '7c', 'Ah']",[],[]
1367,"['5c', 'Jd', '3c', '6h', '9s']",[],[]
1368,"['5s', 'Js', 'Kh', '6c']",[],[]
1369,"['4h', '3c', '4d', '8d', '2c']",[],[]
1370,[],[],[]
1371,"['6h', '9h', '8s', '4c', '2h']",[],[]
1372,[],[],[]
1373,[],[],[]
1374,"['Ts', 'Kh', '3c', 'Td']",[],[]
1375,"['5h', 'Td', '6h']",[],[]
1376,"['6d', '4c', '5s']",[],[]
1377,[],[],[]
1378,[],[],[]
1379,[],[],[]
1380,"['7h', '2s', '3d', 'Jc', '3s']","['Th', '8c']",[]
1381,"['Qh', '8d', '2d', 'Ad', 'Kc']",[],[]
1382,[],[],[]
1383,"['5d', '8h', '6c', 'Ah', 'Ks']",[],[]
1384,"['Ah', '5s', 'Qc']",[],[]
1385,"['2h', 'Th', 'Kc', 'Js']",[],[]
1386,"['2d', '5s', '7d', '2c', 'Ad']","['4s', 'As']",[]
1387,"['6h', 'Ts', '4h', 'Qd', '6d']",[],[]
1388,"['3c', '8s', '8d', 'Ks']",[],[]
1389,"['Jh', '3d', '6h']",[],[]
1390,"['6h', '2c', 'Jc']",[],[]
1391,"['8c', 'Kh', '8d']",[],[]
1392,[],[],[]
1393,"['Jh', '9h', '9s', '8c', '7h']",[],[]
1394,[],[],[]
1395,"['Ts', 'Jc', '9h', '3h', '4d']","['Qd', '3s']",[]
1396,"['Jd', 'Js', '8c']",[],[]
1397,[],[],[]
1398,"['3d', '5s', 'Ac', '7s']",[],[]
1399,"['Js', '3c', '6d', 'Qs', '9s']",[],[]
1400,"['7c', '3h', 'Ks', 'Jh', 'Qh']",[],[]
1401,"['As', 'Qs', '6s']",[],[]
1402,"['3c', 'Qs', '8h', 'Th', 'Ks']",[],[]
1403,"['3h', 'As', 'Qs', 'Qc']",[],[]
1404,[],[],[]
1405,"['9h', '5d', '6h']",[],[]
1406,"['8s', 'Kd', 'Ks', '2c']",[],[]
1407,"['8c', '7h', 'Jh']",[],[]
1408,[],[],[]
1409,"['2h', '4d', '6d', '5h', '8s']",[],[]
1410,[],[],[]
1411,[],[],[]
1412,"['Ac', '9c', '3d', '7c']",[],[]
1413,"['7d', 'Qd', 'Qc', '8c', 'Js']",[],[]
1414,"['7h', '8c', 'Ac', 'Ah', '6d']",[],[]
1415,"['3d', '6h', 'Qd']",[],[]
1416,"['9h', '5d', 'Ts', '4c']",[],[]
1417,"['Kh', '8h', '6c']",[],[]
1418,[],[],[]
1419,"['Tc', '9s', '7c', '8h']",[],[]
1420,"['2h', 'Qh', '8s', 'Ac', 'Qs']",[],[]
1421,[],[],[]
1422,"['Kc', 'Qs', 'Ah', '6d', 'Ac']",[],[]
1423,[],[],[]
1424,"['8h', 'Tc', '7h', '3s', 'Kh']",[],[]
1425,[],[],[]
1426,[],[],[]
1427,[],[],[]
1428,[],[],[]
1429,"['Ts', '2c', '6h', 'Qs', '7s']",['Tc'],[]
1430,"['Td', 'Qc', 'Qh', 'Jh']",[],[]
1431,"['Qc', 'As', '3c', '7h', '9c']",[],[]
1432,[],[],[]
1433,"['Qd', 'Td', '3d', 'Kc', 'Qh']",[],[]
1434,"['3d', '8d', '7c']",[],[]
1435,[],[],[]
1436,"['Ad', 'Qd', '4h', '5c', 'Td']",[],[]
1437,"['6h', '4d', 'Ah']",[],[]
1438,[],[],[]
1439,"['Ks', 'Jh', 'Qh', 'Kd', 'Ac']",[],[]
1440,"['4d', '6h', '4h', 'Ts']",[],[]
1441,"['Qd', '5s', 'Kd', '8h', '7h']",[],[]
1442,"['Ad', 'Th', 'Qc', 'Ks', '9d']",[],[]
1443,"['9s', 'Qh', '6c']",[],[]
1444,[],[],[]
1445,[],[],[]
1446,"['3h', '2c', '7s', '8s', 'Jh']",[],[]
1447,"['Kh', 'Td', '7c', '2c', '6d']",[],[]
1448,[],[],[]
1449,"['6d', '2h', '5h', '9d', 'Tc']",[],[]
1450,"['9h', '7c', '5s', 'Ac']",[],[]
1451,"['Ad', '9h', 'Ts', 'Qd', '2h']",[],[]
1452,[],[],[]
1453,[],[],[]
1454,"['Kd', '9s', 'Ah']",[],[]
1455,"['9h', 'Qc', '6c', '5c', '4h']",[],[]
1456,"['7d', '8d', '8c', 'Kh']",[],[]
1457,[],[],[]
1458,"['Ah', '5d', '4c', '2s']",[],[]
1459,"['5c', 'Ac', '2h', '4c', '8d']",[],[]
1460,"['7c', '3c', 'Tc', '6d', '6h']",[],[]
1461,[],[],[]
1462,[],[],[]
1463,"['Qs', '2c', 'Kc', 'Jh', '3c']",[],[]
1464,[],[],[]
1465,[],[],[]
1466,"['Jh', '5h', '9c', 'Qc', '5s']",[],[]
1467,"['Qc', '4h', '4c', '5d']",[],[]
1468,"['2h', '4s', '6d']",[],[]
1469,[],[],[]
1470,"['9s', 'Kc', '9d', '2h', '2d']",[],[]
1471,[],[],[]
1472,"['8d', '8c', '9s']",[],[]
1473,[],[],[]
1474,"['Ac', '3d', 'Js']",[],[]
1475,"['4s', 'Ah', '6d', '7h', '4c']",[],[]
1476,[],[],[]
1477,"['2s', 'Qh', '9s', 'Qc', '2c']",[],[]
1478,[],[],[]
1479,[],[],[]
1480,"['6d', 'Qc', '4h']",[],[]
1481,"['Kd', '9c', 'Qc', 'Jc', 'Ac']",[],[]
1482,[],[],[]
1483,[],[],[]
1484,"['9s', '7d', 'Tc', 'Jd']",[],[]
1485,[],[],[]
1486,"['2s', '3h', 'Th', 'Kc', '3s']",[],[]
1487,[],[],[]
1488,[],[],[]
1489,[],[],[]
1490,[],[],[]
1491,"['Qc', '9c', '9s', 'Tc', 'Th']",[],[]
1492,"['5c', 'Kd', '3h']",[],[]
1493,[],[],[]
1494,[],[],[]
1495,[],[],[]
1496,[],[],[]
1497,[],[],[]
1498,"['8d', '5d', 'Qc', '2d', 'Th']",[],[]
1499,"['6c', '9s', '3h', 'Kd', '6h']",[],[]
1500,"['Jh', '5h', '7s', '5s', 'Ts']",[],[]
1501,"['As', 'Js', '5h', '2c', '9h']",[],[]
1502,"['7d', '6s', '8d', 'Jd']",[],[]
1503,"['6c', '7h', 'Ah', 'Qc', '7d']",[],[]
1504,[],[],[]
1505,[],[],[]
1506,"['9h', '4s', '2d', '4d']",[],[]
1507,[],[],[]
1508,"['5s', '5h', 'Ts', 'Qh']",[],[]
1509,[],[],[]
1510,"['2s', '2h', 'Qs', '7h', '2d']",[],[]
1511,[],[],[]
1512,"['9c', 'Kd', '3h']",[],[]
1513,[],[],[]
1514,"['6h', '8d', '2s', '6c', '8c']",[],[]
1515,[],[],[]
1516,[],[],[]
1517,"['Ad', 'Js', '7s', '2s', 'Jh']",[],[]
1518,[],[],[]
1519,"['Qh', '7h', '2c', 'Th', '3s']",[],[]
1520,[],[],[]
1521,"['7s', '3c', '5c', '6d', 'Ah']",[],[]
1522,"['Kh', '3d', '3h', '6c', '4c']",[],[]
1523,[],[],[]
1524,"['3d', '6h', '6s', '3c']",[],[]
1525,"['6s', '4d', '2h']",[],[]
1526,"['Ks', '8c', '6c']",[],[]
1527,"['Th', 'Ts', '5c', '6d', '6h']",[],[]
1528,[],[],[]
1529,"['5h', '7c', '2c']",[],[]
1530,"['Kd', '2h', 'Ts', '3c', '4s']",[],[]
1531,"['5s', '3d', 'Qd', 'Jc', '2d']",[],[]
1532,"['7s', 'Qc', '7c']",[],[]
1533,"['2s', '8s', 'Ad', '9c', 'Jh']",[],[]
1534,"['8c', 'Qc', '9c', 'Qd', 'Ts']",[],[]
1535,"['2h', '2s', '3c', 'Ah', '4s']",[],[]
1536,"['7c', '5d', '6c', 'Ad', '2h']",[],[]
1537,"['6d', 'Qc', '2h', 'Ac', '2s']",[],[]
1538,[],[],[]
1539,"['5s', '2s', '3s']",[],[]
1540,"['Qc', '7h', '6s', '5c', 'Ac']",[],[]
1541,[],[],[]
1542,"['8h', '6s', 'Qh', '7c', 'Js']",[],[]
1543,"['5h', '7c', '6c', '3h', 'Td']",[],[]
1544,[],[],[]
1545,"['Td', 'Jd', 'Kc', '6d', 'Tc']",[],[]
1546,[],[],[]
1547,"['8c', '5c', 'Ts', '8s', '7d']",[],[]
1548,"['6s', '4d', '8s', 'Ts']",[],[]
1549,"['7d', 'Js', '4d', '8c', '9d']",[],[]
1550,[],[],[]
1551,[],[],[]
1552,[],[],[]
1553,"['9c', 'Ks', 'As']",[],[]
1554,"['Kc', '3d', 'Kh', '5d']",[],[]
1555,"['Qs', '7s', '8h', 'Ks']",[],[]
1556,"['6h', 'Ts', '5s', 'Ac', '7s']",[],[]
1557,[],[],[]
1558,"['Jc', 'Ts', '4h', '7h']",[],[]
1559,"['8c', '8d', '3c']",[],[]
1560,[],[],[]
1561,"['Jd', 'As', 'Kc']",[],[]
1562,[],[],[]
1563,"['Jc', '3c', 'Ks', 'Ad']",[],[]
1564,[],[],[]
1565,"['Td', '3d', 'Js', '6h', '2d']",[],[]
1566,"['As', 'Ah', 'Jc']",[],[]
1567,"['3d', '7s', '4d', '8s', 'Kd']",[],[]
1568,[],[],[]
1569,"['4c', '3c', '8c', '5d']",[],[]
1570,[],[],[]
1571,"['Td', 'Kc', 'Ks', '7c']",[],[]
1572,"['Ad', 'Td', '5h', '8s', '9c']",[],[]
1573,[],[],[]
1574,[],[],[]
1575,"['Ad', 'As', '9h', 'Jd', '6d']","['Ts', '5d']",[]
1576,"['Td', '9c', 'Kh', 'Kc', '8c']",[],[]
1577,[],[],[]
1578,"['Kh', '6s', '2d']",[],[]
1579,"['Qs', '6s', '2d', 'Js']",[],[]
1580,"['Kd', '7h', 'Jh']",[],[]
1581,[],[],[]
1582,"['8h', '2s', '4c', '5h', '5d']",[],[]
1583,"['4h', '9s', '4s', 'Qs', 'Th']",[],[]
1584,[],[],[]
1585,[],[],[]
1586,"['Ts', '8d', '7c', '6d', '8h']",[],[]
1587,"['Qc', 'Js', 'Qs', 'Kc', '6h']",[],[]
1588,"['3s', '2s', '8c']",[],[]
1589,[],[],[]
1590,[],[],[]
1591,"['Jh', '9d', 'Qd', 'Tc', '3d']",[],[]
1592,"['6s', 'Qc', '7c', '4s', '6d']",[],[]
1593,"['4c', '9d', 'Js']",[],[]
1594,[],[],[]
1595,[],[],[]
1596,"['4c', 'Ah', '8s']",[],[]
1597,"['8d', '5d', 'Kc']",[],[]
1598,"['5s', '7h', 'Qd', '6c', '9s']",[],[]
1599,[],[],[]
1600,"['Jc', '4c', 'Kc', '7s', 'Js']",[],[]
1601,[],[],[]
1602,[],[],[]
1603,[],[],[]
1604,"['Ah', 'Kd', '6c']",[],[]
1605,[],[],[]
1606,[],[],[]
1607,"['3d', 'Kd', '7c', '5c', '6s']",[],[]
1608,[],[],[]
1609,[],[],[]
1610,"['Jd', '7s', '4c', '3d', 'Jh']",[],[]
1611,[],[],[]
1612,"['6s', 'Jd', '8s', 'Ad', 'Qc']",[],[]
1613,[],[],[]
1614,"['9d', '7c', '3h']",[],[]
1615,"['9h', 'Ks', '9c', '3c']",[],[]
1616,[],[],[]
1617,[],[],[]
1618,[],[],[]
1619,[],[],[]
1620,"['Ad', '4c', 'As', '6s', 'Jd']",[],[]
1621,"['8s', 'Ac', 'Td', '5s', '9d']",[],[]
1622,"['4s', 'Qs', 'As', 'Ac', '9h']",[],[]
1623,"['2h', '4d', 'Ad']",[],[]
1624,[],[],[]
1625,[],[],[]
1626,[],[],[]
1627,[],[],[]
1628,[],[],[]
1629,"['7h', '4d', '8d']",[],[]
1630,"['Qh', 'Ah', '3c', 'Ad', '6d']",[],[]
1631,[],[],[]
1632,"['3d', '8c', 'Qh']",[],[]
1633,"['Ad', '2s', 'Ah']",[],[]
1634,[],[],[]
1635,[],[],[]
1636,"['7c', 'Ah', '7h', '3c', 'Js']",[],[]
1637,[],[],[]
1638,[],[],[]
1639,"['Jh', 'Qd', 'Ah', '7s', '5c']",[],[]
1640,[],[],[]
1641,[],[],[]
1642,[],[],[]
1643,"['Ad', 'Ks', 'Ac']",[],[]
1644,"['7s', '3d', 'As']",[],[]
1645,"['Tc', '2s', 'Ks', 'Ac', '7d']",[],[]
1646,[],[],[]
1647,"['6s', '2s', 'Tc']",[],[]
1648,[],[],[]
1649,"['4h', 'Kd', 'Qs', 'Jh', '3h']",[],[]
1650,"['3h', '6s', '8d', '4s', 'Kd']",[],[]
1651,[],[],[]
1652,"['5c', '6c', '6s', '7d', '3h']",[],[]
1653,[],[],[]
1654,"['4d', '2s', 'Th', 'Qh', '9d']",[],[]
1655,"['5h', '2d', '7c']",[],[]
1656,[],[],[]
1657,"['As', '4s', 'Ac', '7h', 'Ks']",[],[]
1658,[],[],[]
1659,"['Qh', 'Kd', '2s']",[],[]
1660,[],[],[]
1661,"['7h', '8c', 'Ts', '6d', 'Kh']",[],[]
1662,[],[],[]
1663,[],[],[]
1664,[],[],[]
1665,[],[],[]
1666,[],[],[]
1667,"['Ad', 'Kd', '3s', '9c', '6h']",[],[]
1668,[],[],[]
1669,[],[],[]
1670,"['4c', '9c', 'Qc', 'Td']",[],[]
1671,[],[],[]
1672,[],[],[]
1673,"['4s', '7h', '2h', 'Td', '8c']",[],[]
1674,"['Ac', '5d', '3d', '3c']",[],[]
1675,"['Ts', '8h', '5s', '3d', '8d']",[],[]
1676,[],[],[]
1677,[],[],[]
1678,[],[],[]
1679,[],[],[]
1680,[],[],[]
1681,"['4c', 'Td', 'Ah']",[],[]
1682,[],[],[]
1683,[],[],[]
1684,"['Kh', '5s', '3h', 'Td', 'Kc']",[],[]
1685,[],[],[]
1686,[],[],[]
1687,"['2c', 'Jd', '5c']",[],[]
1688,[],[],[]
1689,"['Jc', 'Ah', 'Tc', '6h', '4d']",[],[]
1690,[],[],[]
1691,"['Kh', '4s', 'Kc', '8s', '5c']",[],[]
1692,"['4h', '5s', '2c', 'Kd']",[],[]
1693,[],[],[]
1694,"['Ad', '4h', '8s', '6d']",[],[]
1695,"['Ac', '3c', '6s', '8c', 'Ks']",[],[]
1696,"['5s', '4d', '8s']",[],[]
1697,[],[],[]
1698,"['3h', 'Kd', '2c', '4s']",[],[]
1699,"['8h', 'Qd', 'Js', '3s', 'Kc']",[],[]
1700,[],[],[]
1701,"['3h', '6h', '4s', '8d', '4d']",[],[]
1702,[],[],[]
1703,"['2s', '6c', '9h', '9s']",[],[]
1704,"['4s', '4h', 'Qc', '9s']",[],[]
1705,"['8c', '6d', 'Jh', '2h']",[],[]
1706,[],[],[]
1707,[],[],[]
1708,[],[],[]
1709,"['Kd', '5d', '2h', '3d', '2d']",[],[]
1710,[],[],[]
1711,"['As', '3h', 'Jd', '8d', 'Kc']",[],[]
1712,"['4c', '6d', '8d', 'As', '4h']",[],[]
1713,"['Kd', 'Qd', 'Ts']",[],[]
1714,[],[],[]
1715,"['2h', '3c', '8d', '9d', 'Js']",[],[]
1716,"['8c', 'Kh', '4d', 'Ks', 'Qs']",[],[]
1717,"['2d', '9c', '4d', '3d']",[],[]
1718,[],[],[]
1719,"['9d', '8s', 'Kd']",[],[]
1720,"['8s', 'Th', '8h', 'Kh', '4h']",[],[]
1721,[],[],[]
1722,[],[],[]
1723,"['Td', '4h', '8d', 'Jh', 'Ks']",[],[]
1724,"['8d', '5c', '2s', 'Ah', '3h']",[],[]
1725,"['8d', '6c', 'Kh', '4h', '5s']",[],[]
1726,"['Ac', '4c', 'Jc', '2s']",[],[]
1727,"['3h', '9d', '6s', '2s', 'Kc']",[],[]
1728,[],[],[]
1729,"['Qs', '5c', 'Kc', 'As', '4h']",[],[]
1730,[],[],[]
1731,[],[],[]
1732,"['Ac', '8c', '5c', '7d']",[],[]
1733,[],[],[]
1734,[],[],[]
1735,"['Qs', 'Qh', 'Td', '9s', '5d']",[],[]
1736,[],[],[]
1737,"['2h', '3h', '4s']",[],[]
1738,[],[],[]
1739,[],[],[]
1740,"['3d', '7h', '8s', '5c', '2s']",[],[]
1741,[],[],[]
1742,[],[],[]
1743,[],[],[]
1744,[],[],[]
1745,"['6c', '2c', 'Th', 'Ah', '2d']",[],[]
1746,"['2h', 'Td', 'Kc', '6s', 'Tc']",[],[]
1747,"['8d', 'Jd', '4c', '5c', 'Th']",[],[]
1748,"['Th', '5s', 'Kc']",[],[]
1749,"['9c', '2s', 'Kc', 'As', '6s']",[],[]
1750,"['Qc', '4s', '9d', 'Ad', 'Ts']",[],[]
1751,"['9s', '5c', '4d']",[],[]
1752,[],[],[]
1753,[],[],[]
1754,"['Jh', '8c', '2s', 'Ac']",[],[]
1755,[],[],[]
1756,"['5h', '2d', '3s', 'Jc', '9h']",[],[]
1757,[],[],[]
1758,[],[],[]
1759,"['9h', '5h', 'Jd']",[],[]
1760,[],[],[]
1761,"['9c', 'Jc', '2c', '8c', '4c']",[],[]
1762,"['Td', 'Kd', 'Qd']",[],[]
1763,[],[],[]
1764,[],[],[]
1765,"['2d', 'Kd', '7s', '4s', '7d']",[],[]
1766,"['2c', 'Td', 'Qd', '4d', '8c']",[],[]
1767,[],[],[]
1768,"['Jc', 'Ac', '5h', '7c']",[],[]
1769,[],[],[]
1770,"['7s', '5c', '2s', '6d', '4d']",[],[]
1771,"['6c', '7h', 'As', '3d', '2s']",[],[]
1772,[],[],[]
1773,"['3h', 'Jd', 'Kh', 'Ad', '7s']",[],[]
1774,"['Kc', '7s', '2h']",[],[]
1775,"['4s', '7d', '5s', 'Ah']",[],[]
1776,"['2d', 'Qc', 'Jd', '9s']",[],[]
1777,[],[],[]
1778,"['7s', 'Js', '3c', '5h', '8h']","['6s', '3d', '5c', '4c', 'Jc']",[]
1779,"['Jd', 'Ks', '9d', 'Qh', 'Kd']",[],[]
1780,"['Td', '6h', 'Jd']",[],[]
1781,"['8c', 'Ah', '7s', '3c', 'Qc']",[],[]
1782,"['Td', '3c', '5s', '7s', '2h']",[],[]
1783,[],[],[]
1784,[],[],[]
1785,[],[],[]
1786,"['5s', '3s', 'Jc', '5d', '3d']",[],[]
1787,"['6d', 'Ac', '8h', 'Qc']",[],[]
1788,[],[],[]
1789,[],[],[]
1790,[],[],[]
1791,[],[],[]
1792,"['2c', '7s', '5c', '4d']",[],[]
1793,"['6c', 'Qs', 'Jh']",[],[]
1794,[],[],[]
1795,"['9d', 'Ks', 'Ac', 'Td']",[],[]
1796,"['5h', 'Kc', '9d', 'Ah', '3d']",[],[]
1797,"['Kh', '7h', '9c', '9s', 'Qc']",[],[]
1798,[],[],[]
1799,"['2h', 'Ac', 'Qs', 'Js']",[],[]
1800,"['9d', '7c', 'Kh']",[],[]
1801,[],[],[]
1802,[],[],[]
1803,"['Qh', '5s', 'Tc', 'Ac', '9c']",[],[]
1804,"['9s', '3h', '4c', 'Ad', '9h']",[],[]
1805,"['Kc', '4s', '3c', '2c', '6s']",[],[]
1806,"['2d', 'Td', 'Kd', '5h', '9s']",[],[]
1807,"['3s', '5h', 'Jc', 'Js', '7h']",[],[]
1808,"['Qc', '6d', '6s']",[],[]
1809,"['2s', '7d', '4h', 'Ad', 'Kc']",[],[]
1810,"['7c', '3h', '9d', 'Jh', '5c']",[],[]
1811,[],[],[]
1812,[],[],[]
1813,[],[],[]
1814,[],[],[]
1815,"['9c', 'Qd', '8d', '3h']",[],[]
1816,[],[],[]
1817,"['Kd', 'Td', '3h', 'Tc', 'Qs']",[],[]
1818,"['3c', '8c', '9d', 'Th', 'Ks']",[],[]
1819,[],[],[]
1820,"['4c', 'Jh', '8c', '2d', '2h']",[],[]
1821,"['8c', 'Js', '3s', '6c', 'Kh']",[],[]
1822,[],[],[]
1823,"['Ts', 'Td', 'Qc', 'Qd']",[],[]
1824,[],[],[]
1825,"['2c', '3s', 'Ks', 'As', 'Ts']",[],[]
1826,"['Qc', 'Qs', '3c']",[],[]
1827,"['3s', '8h', 'Ah', '5c', '6s']",[],[]
1828,[],[],[]
1829,"['As', 'Ah', 'Tc']",[],[]
1830,[],[],[]
1831,"['6c', 'Qs', '5c', '4h', 'Jh']",[],[]
1832,"['Jh', '3d', '8s', '9d']",[],[]
1833,"['4h', '7d', 'Jd', 'Qs', 'Ad']",[],[]
1834,[],[],[]
1835,[],[],[]
1836,[],[],[]
1837,"['4d', '5d', 'Qd']",[],[]
1838,"['Ah', '7c', 'Qs']",[],[]
1839,"['Kd', '3d', '3s', '5d']",[],[]
1840,"['4d', '8c', '7h', 'Qs']",[],[]
1841,[],[],[]
1842,"['6s', '2s', '3s', '3d']",[],[]
1843,"['Jh', '4d', '2d', 'Th', '8h']",[],[]
1844,[],[],[]
1845,"['Qc', '6h', 'Qs']",[],[]
1846,[],[],[]
1847,"['Kd', '5c', '5s', '4h', '3h']",[],[]
1848,"['6c', '4s', 'Qh', 'Ts', 'Kd']",[],[]
1849,[],[],[]
1850,[],[],[]
1851,"['8s', '5d', '7d', 'Kc', '7s']",[],[]
1852,"['7d', '7c', '2c']",[],[]
1853,"['4s', 'Jh', '7s', 'Jc']",[],[]
1854,[],[],[]
1855,"['4c', '2h', '5s']",[],[]
1856,"['9d', '6d', '2d', '9c', '3s']",[],[]
1857,[],[],[]
1858,"['Jd', '3d', '2d', '4c']",[],[]
1859,[],[],[]
1860,"['3c', '6h', '7d']",[],[]
1861,[],[],[]
1862,[],[],[]
1863,"['8h', '6c', 'Qd']",[],[]
1864,"['Js', 'Ad', '6h', 'Th']",[],[]
1865,"['6c', 'Qd', '8s', '9s']",[],[]
1866,[],[],[]
1867,"['Ad', '4c', 'Th', '2h', 'Kc']",[],[]
1868,"['4c', '8h', 'Jc', 'Jh', '5h']",[],[]
1869,[],[],[]
1870,[],[],[]
1871,"['Kd', '2c', 'Tc', 'Ah', 'Ks']",[],[]
1872,"['2s', '6c', '4c']",[],[]
1873,"['9c', '8s', '5h', 'Td', '6d']",[],[]
1874,[],[],[]
1875,"['2d', '9h', '6h', 'Qd', '5d']",[],[]
1876,[],[],[]
1877,[],[],[]
1878,[],[],[]
1879,[],[],[]
1880,[],[],[]
1881,[],[],[]
1882,[],[],[]
1883,"['6d', '2d', 'Ad']",[],[]
1884,[],[],[]
1885,[],[],[]
1886,"['Jh', '5s', '9c', '8h', '9d']",[],[]
1887,"['Js', '2d', '5d']",[],[]
1888,[],[],[]
1889,"['4c', 'Jh', 'Qc', '7s', '6h']",[],[]
1890,"['Kh', '3c', '9h', '3s', '5c']",[],[]
1891,[],[],[]
1892,[],[],[]
1893,[],[],[]
1894,[],[],[]
1895,"['Ks', '7h', 'Th', '5h']",[],[]
1896,"['8h', '5d', 'Tc', '3s', '4d']",[],[]
1897,[],[],[]
1898,"['3s', '6h', 'Ac', '8s']",[],[]
1899,"['Kh', 'Jc', '8s', '3h', 'Kd']",[],[]
1900,"['Jc', '9s', '3c', '3s', '8h']",[],[]
1901,"['6s', '8c', '7c', 'Td', '8s']","['Qs', '5s']",[]
1902,"['8h', 'Kd', '8c']",[],[]
1903,"['2s', 'Kh', '6d', 'Tc', '4d']",[],[]
1904,[],[],[]
1905,"['Ac', '8h', '7c', '6d', 'Kc']",[],[]
1906,"['9d', '6d', '6h', '2c', 'Jh']",[],[]
1907,[],[],[]
1908,"['8s', '7s', '4s', '2d', 'Td']",[],[]
1909,"['As', '9d', '8s']",[],[]
1910,[],[],[]
1911,[],[],[]
1912,[],[],[]
1913,"['Qh', '8s', '7c', '4c']",[],[]
1914,[],[],[]
1915,"['5h', '7c', 'Kd']",[],[]
1916,"['Jd', '4d', 'As']",[],[]
1917,[],[],[]
1918,[],[],[]
1919,[],[],[]
1920,"['Kd', '3d', '8s', '9s', 'Jh']",[],[]
1921,[],[],[]
1922,"['4d', 'Jd', 'Qd']",[],[]
1923,"['Ac', '8d', '3h']",[],[]
1924,[],[],[]
1925,"['8d', 'Kd', 'Qs', '3d', '2c']",[],[]
1926,"['6s', 'Ts', 'Ad', '5h', '9c']",[],[]
1927,[],[],[]
1928,"['3d', '6c', '7d', '7h']",[],[]
1929,"['3c', 'Qs', '6d']",[],[]
1930,[],[],[]
1931,[],[],[]
1932,"['9d', '4d', '4s', 'Kc', 'Ac']",[],[]
1933,"['4c', '2h', '7c']",[],[]
1934,[],[],[]
1935,"['Jc', '6d', '6s']",[],[]
1936,"['6h', '7h', '4s', 'Ad', 'Ts']",[],[]
1937,[],[],[]
1938,[],[],[]
1939,[],[],[]
1940,[],[],[]
1941,"['Tc', '5d', 'Ac', '6c', '3s']",[],[]
1942,"['As', '5h', '7h', '9h', 'Ad']",[],[]
1943,"['2h', 'Ah', 'Jh']",[],[]
1944,[],[],[]
1945,[],[],[]
1946,"['8h', '6c', '5s', '3s']",[],[]
1947,"['5h', '8c', '7d', '9d', 'Qs']",[],[]
1948,"['2d', '9h', 'Ac', 'Jh', 'Ad']",[],[]
1949,"['8d', '8h', '3s', '9d', '4s']",[],[]
1950,"['9s', 'Kh', 'Tc', '8s', '3h']",[],[]
1951,[],[],[]
1952,[],[],[]
1953,[],[],[]
1954,[],[],[]
1955,[],[],[]
1956,"['9h', 'Ts', '7d', '3c', '4h']",[],[]
1957,[],[],[]
1958,"['8d', 'Kc', '4s', 'Td', '7h']",[],[]
1959,[],[],[]
1960,"['7d', '6d', '4d', 'Tc', 'Ac']",[],[]
1961,"['3h', '6s', '4s', '8d', '5h']",[],[]
1962,[],[],[]
1963,"['7d', '9h', '4d', '5c']",[],[]
1964,[],[],[]
1965,"['3s', 'As', '8d']",[],[]
1966,[],[],[]
1967,"['Ad', '6h', 'Td', '7c', '3h']",[],[]
1968,"['4s', '5h', '3c', 'Js', '7d']",[],[]
1969,[],[],[]
1970,[],[],[]
1971,"['8s', '2c', '3h', '6h', '8d']",[],[]
1972,"['Th', '9d', '6s', 'Qd', '8h']",[],[]
1973,[],[],[]
1974,"['8d', '8c', '5d']",[],[]
1975,"['Kc', '3h', '9s', '4d']",[],[]
1976,"['3h', '5d', '2c', '4c']",[],[]
1977,[],[],[]
1978,[],[],[]
1979,[],[],[]
1980,"['Kd', '7c', '9s']",[],[]
1981,[],[],[]
1982,"['Ks', 'Kd', '9h']",[],[]
1983,[],[],[]
1984,"['Ks', '2c', 'Qs', '7d', '8c']",[],[]
1985,[],[],[]
1986,"['8h', '8d', 'Qc', '9c', '3d']",[],[]
1987,"['6s', '9h', 'Js']",[],[]
1988,[],[],[]
1989,[],[],[]
1990,[],[],[]
1991,"['3h', '9d', 'Qc', '3d', '3c']","['2d', 'Ac', '9s', '4s', '5d']","['Jh', '6d', 'As', '8s', 'Ks']"
1992,"['4c', 'Kc', 'As', '8h', '4d']",[],[]
1993,"['3h', '8c', 'Jh', '9h', 'Qh']",[],[]
1994,[],[],[]
1995,"['4c', '8d', '9s']",[],[]
1996,[],[],[]
1997,"['Qh', 'Qc', 'Jc', '4d', '2s']",[],[]
1998,[],[],[]
1999,[],[],[]
2000,[],[],[]
2001,[],[],[]
